2;ул. Арбековская;
2;ул. Лядова; 
2;ул. Побочинская; 
2;ул. Сперанского; 
2;ул. 65-лет Победы.;
2;пр-кт. Строителей;43;53;59;67;69;71;73;77;81;83;87;89;91;93;97;
