1;ул. "Ладожская";109;111;113;115;117;117А;119;121;123;129;129А;133;133А;135;137;139;141;146;148;150;154;156;158;162;164;168;
1;"пр-кт. Строителей";150;150;152;152А;154;156;156А;158;160;166;166В;168;172;174;
